"EEF","PTS","FTA","EEF_MIN","FGA","TARGET_5Yrs"
6.1,4.2,1.1,0.393548387096774,4.2,"No"
15,13.8,4,0.482315112540193,11.7,"No"
18.2,13.5,5,0.5833333,10.6,"Yes"
20.5,18.3,5.4,0.5823864,15.3,"Yes"
4,3.5,1.3,0.296296296296296,3.8,"No"
2.9,2.7,0.9,0.261261261261261,2.7,"No"
2.9,2.7,0.9,0.261261261261261,2.7,"No"
17.5,15.9,4.6,0.694444444444445,12.2,"No"
19,14.7,2.9,0.676156583629893,12.4,"Yes"
5.8,6.9,1.5,0.4,6.7,"Yes"
17.8,12.4,2.3,0.561514195583596,11.6,"Yes"
21.5,17.1,4.4,0.651515151515151,14.3,"Yes"
