"EEF","PTS","FTA","EEF_MIN","FGA","TARGET_5Yrs"
6.4,4.8,2.1,0.627450980392157,4.7,"Yes"
8.9,9.3,3,0.458762886597938,7,"No"
4.8,3.7,1.9,0.521739130434783,2.9,"Yes"
3,2,0.7,0.3125,2,"Yes"
15.7,19.2,7.2,0.4186667,15.2,"Yes"
3.2,4.3,1.9,0.258064516129032,3.6,"Yes"
8.5,6.3,1.3,0.521472392638037,5.8,"No"
3.2,1.7,0.9,0.336842105263158,1.6,"Yes"
4,1.7,0.7,0.4123711,1.3,"Yes"
8.2,6.3,1.5,0.485207100591716,5.6,"No"
2.7,2.6,1.3,0.317647058823529,1.9,"Yes"
5.5,4.5,1.2,0.3928571,4.1,"No"
11.1,6.6,2.6,0.536231884057971,5,"Yes"
5.2,4.7,0.7,0.433333333333333,4.5,"Yes"
23,18.9,5.4,0.646067415730337,15.3,"Yes"
3.8,3.8,0.6,0.5135135,3.2,"No"
11.5,9.4,2.9,0.481171548117155,7.3,"Yes"
11.6,7.5,0.7,0.4658635,7.6,"Yes"
8,5.2,1.6,0.540540540540541,4.3,"Yes"
6.9,5.7,1.2,0.472602739726027,5.5,"Yes"
2.9,2.6,1,0.475409836065574,1.8,"Yes"
8.1,7,1.6,0.503105590062112,6.1,"No"
2.7,1.8,0.2,0.234782608695652,2.5,"No"
9.6,6,1.7,0.732824427480916,5.3,"Yes"
6.5,6.1,1.1,0.439189189189189,4.8,"Yes"
2.3,3.9,1.7,0.211009174311927,4.4,"No"
5.2,2.9,0.5,0.559139784946237,2.8,"Yes"
6.5,5.5,2.6,0.448275862068965,3.8,"No"
3.8,2.8,1,0.3838384,2.1,"Yes"
2.7,2.8,1.4,0.329268292682927,2.3,"No"
5.7,4.8,1.6,0.4913793,3.5,"Yes"
11.8,7.4,2.1,0.614583333333333,6.3,"Yes"
4.1,5,1.3,0.383177570093458,4.7,"Yes"
3.1,2.9,0.8,0.287037037037037,3.5,"No"
6.1,4.2,0.3,0.586538461538462,4.1,"No"
11.6,8.3,3.1,0.560386473429952,6.3,"Yes"
7.5,4.7,0.6,0.619834710743802,4.2,"Yes"
14.3,11.9,2.7,0.572,10.1,"No"
11.3,11.7,2,0.461224489795918,11.9,"No"
6.3,4.4,0.2,0.636363636363636,4.3,"Yes"
7.4,4.6,1.5,0.5,3.5,"No"
14.7,10.1,2.9,0.494949494949495,8,"Yes"
3.9,3,0.5,0.5416667,2.8,"No"
7.9,4.4,0.7,0.541095890410959,4,"No"
13.1,8.6,2.1,0.552742616033755,7.9,"Yes"
14.6,9.7,3.2,0.527075812274368,8.1,"Yes"
6.2,6.4,1.1,0.402597402597403,6.5,"Yes"
3.6,2.3,0.3,0.305084745762712,2.6,"No"
4.7,3.1,0.9,0.405172413793104,3.1,"Yes"
6.1,3.9,0.9,0.544642857142857,3,"No"
2.6,3.1,1.5,0.3209877,2.8,"No"
5.5,3.8,1,0.466101694915254,3.2,"No"
10.7,6.4,1.5,0.374125874125874,5.9,"No"
21.6,17,4.5,0.598338,14.3,"Yes"
3.6,3,0.3,0.31304347826087,3.2,"Yes"
28.7,18.3,3.4,0.896875,14.1,"No"
13.6,7.9,1.4,0.566666666666667,6.3,"Yes"
6,5.4,2,0.545454545454545,4.1,"No"
6.4,4,1.3,0.5,3.6,"No"
12.4,7.4,1.7,0.601941747572815,6.6,"No"
3.6,3.3,0.7,0.327272727272727,3.6,"No"
19.4,19.7,4.9,0.5173333,16.9,"Yes"
4.6,3.7,0.8,0.4299065,3.3,"No"
20.6,21.6,7.6,0.549333333333333,15.6,"Yes"
6.4,3.8,1.7,0.4705882,3.1,"Yes"
18.8,15.2,2.7,0.618421052631579,14.5,"Yes"
13.2,12.1,3.2,0.485294117647059,11.6,"Yes"
7.9,6.8,2.6,0.422459893048128,5.9,"Yes"
3.6,3.7,0.7,0.378947368421053,3.8,"No"
8.7,7,1.5,0.511764705882353,7.5,"Yes"
6.4,5.2,2.2,0.447552447552448,4,"Yes"
3.1,3.3,0.5,0.5,3.1,"No"
6.3,5.3,1.3,0.4038462,5.5,"No"
17.9,13.8,3.3,0.502808988764045,11.4,"Yes"
11,8.3,2.9,0.44,7.4,"Yes"
14,10.4,2.7,0.553359683794466,8.5,"Yes"
7.3,5.9,0.8,0.368686868686869,5.8,"No"
19.1,16.4,2.8,0.520436,14.5,"Yes"
2.4,1.8,0.4,0.275862068965517,2.3,"No"
15.9,13.8,2.4,0.535353535353535,14,"Yes"
17.7,10.4,1.9,0.6167247,9.2,"Yes"
13.6,9.2,2.6,0.566666666666667,7.5,"Yes"
8.7,6.9,1.5,0.54375,6.3,"No"
15.9,11.1,4.1,0.628458498023715,8.5,"Yes"
5.7,4.1,0.8,0.38255033557047,4.1,"No"
14.5,10,1.9,0.72139303482587,8.1,"Yes"
1.6,1.9,0.5,0.242424242424242,2.4,"Yes"
3.8,3.9,1.2,0.304,3.7,"No"
13,9.3,2.2,0.596330275229358,8.4,"Yes"
7.7,6.3,1.4,0.4117647,6.2,"No"
11.9,9.2,2.9,0.5458716,6.9,"Yes"
3,2.9,0.7,0.303030303030303,2.7,"No"
16.5,12,2.2,0.463483146067416,10.8,"Yes"
4.6,5,1.4,0.345864661654135,4.8,"No"
13.6,12.5,1.4,0.557377049180328,10.9,"Yes"
7.5,4.7,1.1,0.635593220338983,3.9,"Yes"
5.1,4.1,1.5,0.392307692307692,4.3,"Yes"
10,4.6,1.8,0.564971751412429,3.6,"Yes"
12.9,9,2.4,0.5758929,7.4,"Yes"
6,4.5,1.7,0.4195804,4.3,"Yes"
4.3,2.2,0.4,0.398148148148148,2.7,"No"
4.8,4.5,0.3,0.403361344537815,4.4,"Yes"
8,4.1,0.8,0.714285714285714,3.5,"Yes"
11.2,8.8,1.5,0.4,7.8,"Yes"
8.1,5.3,1,0.389423076923077,4.4,"No"
3.3,2.4,0.6,0.2920354,2.3,"No"
13.4,9,1.8,0.606334841628959,7.6,"Yes"
13.7,14.1,3.3,0.4335443,13.5,"Yes"
4,4.1,0.8,0.37037037037037,4.6,"No"
16,9.7,1.8,0.516129032258065,7.3,"Yes"
2,1.5,0.5,0.3333333,1.5,"No"
7.6,6.6,1.8,0.365384615384615,6.4,"Yes"
7.6,6.6,1.8,0.365384615384615,6.4,"No"
28.2,19.2,5,0.758064516129032,15.3,"Yes"
28.2,19.2,5,0.758064516129032,15.3,"No"
28.2,19.2,5,0.758064516129032,15.3,"No"
8.2,6.6,2.2,0.554054054054054,5.5,"Yes"
6.1,3.1,1,0.717647058823529,2.3,"No"
11.3,5.5,0.7,0.562189054726368,4.8,"No"
19.1,9.6,3.7,0.60828025477707,7.2,"Yes"
9.6,5.4,1.9,0.690647482014388,4,"Yes"
11.5,9.5,3.1,0.547619,7.5,"Yes"
6.7,6.6,1.7,0.5153846,5.6,"No"
4.1,3.8,1,0.41,3.7,"No"
22.2,20.9,5.8,0.562025316455696,18.9,"Yes"
8.8,11.5,4.3,0.483516483516484,9.2,"Yes"
5.4,3.9,1,0.4821429,3.2,"Yes"
5,4.2,2.3,0.43859649122807,2.8,"Yes"
2.8,3.2,0.7,0.394366197183099,3.5,"Yes"
4.5,4.5,1.9,0.483870967741935,3.4,"No"
9.9,4.9,1.5,0.523809523809524,4,"Yes"
12.4,10.3,1.7,0.4679245,10.9,"Yes"
7.9,4.2,0.9,0.441340782122905,5,"Yes"
4.9,4.5,0.7,0.521276595744681,4.3,"No"
3.3,3.1,0.7,0.275,3.5,"No"
4.9,4.5,1.8,0.4083333,3.8,"Yes"
8,5,1.4,0.4545455,4.6,"No"
3.1,1.8,1,0.3604651,1.6,"Yes"
12.3,7.3,1.9,0.4900398,6.4,"Yes"
3.6,1.3,0.3,0.545454545454545,1.3,"Yes"
2.7,1.8,0.7,0.3552632,1.8,"No"
10.2,7,1.3,0.515151515151515,6.7,"No"
6.2,5.4,1.5,0.410596,5,"Yes"
6.2,3.9,0.5,0.473282442748092,4.2,"No"
7.2,5.5,1.1,0.447204968944099,5.1,"Yes"
4.8,2.4,0.6,0.475247524752475,2.1,"Yes"
11.5,8.8,1.5,0.397923875432526,7.9,"Yes"
4.9,4.1,0.8,0.466666666666667,3.4,"No"
1.7,2.8,0.7,0.226666666666667,3.3,"No"
14.1,14.1,1.5,0.626666666666667,15.1,"Yes"
12.4,8.3,1.1,0.541484716157205,6.9,"No"
6,5.3,1.3,0.365853658536585,5.3,"No"
4.4,3.3,0.9,0.34375,3.1,"No"
5.3,3,1.1,0.5463918,2.4,"Yes"
5.9,5.7,1.3,0.508620689655172,5.5,"Yes"
6.5,5.9,1.7,0.375722543352601,5.4,"No"
7.7,5.1,1.4,0.381188118811881,4.4,"Yes"
16.5,13.2,4,0.5612245,10.6,"Yes"
6.8,5.9,1.6,0.39766081871345,5.5,"Yes"
10.5,9.5,2.2,0.4794521,9,"Yes"
4.4,4.1,1,0.389380530973451,3.9,"No"
2.5,2.4,0.3,0.403225806451613,2.4,"No"
10.9,7.8,1.9,0.4037037,7.1,"No"
15.4,14.5,2.4,0.6015625,12.1,"Yes"
8.2,6.8,1.1,0.493975903614458,6.7,"No"
8.2,6.8,1.1,0.493975903614458,6.7,"No"
8.2,6.8,1.1,0.493975903614458,6.7,"No"
14,10,2.4,0.4375,8.1,"Yes"
9.2,7.2,2.7,0.471794871794872,4.8,"Yes"
1.5,0.9,0.4,0.357142857142857,0.8,"No"
6.3,3.6,1.4,0.431506849315069,2.6,"Yes"
19.4,18.7,4.8,0.673611111111111,16.1,"Yes"
10.5,7.9,1.6,0.606936416184971,6.9,"Yes"
7.2,5,1.2,0.503496503496503,4.4,"Yes"
7.2,1.6,1.2,0.503496503496503,1.6,"Yes"
4.3,3.8,1,0.551282051282051,3.1,"Yes"
3.6,3.8,2,0.36,3.1,"No"
3.6,3.8,2,0.36,3.1,"Yes"
4.3,3.8,1,0.551282051282051,3.1,"No"
4.3,3.8,1,0.551282051282051,3.1,"Yes"
3.6,3.8,2,0.36,3.1,"No"
3.6,3.8,2,0.36,3.1,"Yes"
4.3,3.3,1,0.551282051282051,2.6,"No"
3.6,3.3,2,0.36,2.6,"No"
3.6,3.3,2,0.36,2.6,"Yes"
4.3,3.3,1,0.551282051282051,2.6,"No"
4.3,3.3,1,0.551282051282051,2.6,"Yes"
3.6,3.3,2,0.36,2.6,"No"
11.5,4.3,1.1,0.608465608465608,4.4,"Yes"
23.5,13.6,3.2,0.593434343434343,12.4,"Yes"
3.8,2,0.5,0.4130435,1.6,"Yes"
2.2,2.2,1.3,0.431372549019608,1.8,"Yes"
7.9,6.9,1.7,0.434065934065934,6.3,"Yes"
3.6,3.4,1.6,0.418604651162791,2.3,"No"
3.9,3.2,0.8,0.475609756097561,2.8,"No"
5.6,4.6,1.2,0.3373494,4.5,"No"
8,7,1.7,0.467836257309942,6.3,"No"
12,8.5,1.4,0.645161290322581,7.3,"Yes"
3,2.1,0.3,0.365853658536585,2.4,"No"
13.4,12.6,2.6,0.45578231292517,11.4,"No"
6.8,6.6,1.2,0.388571428571428,5.7,"Yes"
2.8,1.1,0.4,0.368421052631579,1.2,"No"
11.6,7.4,2.8,0.637362637362637,4.3,"No"
5.9,5.4,1.8,0.3619632,5.1,"Yes"
7.6,4.5,1.6,0.397905759162304,3.6,"Yes"
5,4,0.3,0.260416666666667,5.5,"No"
9.3,8.2,2.9,0.4170404,6.4,"Yes"
12.6,9.4,1.1,0.4329897,7.5,"Yes"
12.1,8.2,1.7,0.465384615384615,7.4,"Yes"
6.5,4.5,1.4,0.422077922077922,3.6,"Yes"
13.1,12,3.9,0.4212219,10.5,"Yes"
8.9,5.5,1.3,0.508571428571429,4,"Yes"
10.3,5.7,2.7,0.556756756756757,4.9,"No"
8.3,5.7,2.3,0.408866995073891,4.9,"No"
10.3,7.4,2.7,0.556756756756757,5.8,"No"
8.3,7.4,2.3,0.408866995073891,5.8,"No"
16.2,13.9,3,0.653225806451613,11.8,"Yes"
11.9,10.9,1.4,0.3814103,9.2,"Yes"
8,6.2,1.6,0.5031447,5.4,"Yes"
4.9,2.7,0.6,0.374045801526718,2.9,"No"
31.8,28.2,9.1,0.830287206266319,19.8,"Yes"
10.8,5,3.2,0.509433962264151,4.4,"Yes"
5.8,5,1,0.610526315789474,4.4,"No"
10.8,5,3.2,0.509433962264151,4.4,"No"
10.8,5,3.2,0.509433962264151,4.4,"Yes"
5.8,5,1,0.610526315789474,4.4,"No"
5.8,5,1,0.610526315789474,4.4,"Yes"
10.8,6.9,3.2,0.509433962264151,5,"No"
10.8,6.9,3.2,0.509433962264151,5,"Yes"
10.8,6.9,3.2,0.509433962264151,5,"No"
10.8,6.9,3.2,0.509433962264151,5,"Yes"
5.8,6.9,1,0.610526315789474,5,"Yes"
2.5,2.6,1,0.342465753424657,2.6,"Yes"
4.4,2.2,0.5,0.45360824742268,2.3,"No"
16.1,13.2,3.4,0.4573864,12.1,"Yes"
6.6,4.2,1.2,0.5,3.2,"Yes"
11.9,9.4,2.3,0.455938697318008,8.3,"Yes"
7.1,5.7,1.2,0.446540880503145,5.1,"Yes"
7.1,5.7,1.2,0.446540880503145,5.1,"Yes"
7.1,5.7,1.2,0.446540880503145,5.1,"Yes"
10.6,9.3,2.5,0.430894308943089,6.8,"No"
4.7,4.9,1.4,0.522222222222222,4.4,"Yes"
0.9,2,0.8,0.209302325581395,1.9,"No"
2.1,2.6,0.8,0.39622641509434,3.1,"No"
16.8,11,2.7,0.536741214057508,9.5,"Yes"
5.9,5,0.6,0.3664596,4.2,"No"
5.9,4.6,1.4,0.627659574468085,3.7,"Yes"
1.6,0.7,0.3,0.326530612244898,0.9,"No"
5.2,4.7,0.8,0.444444444444445,4.6,"Yes"
2.6,2,0.7,0.3513514,1.8,"Yes"
4.4,3.8,0.7,0.463157894736842,3.7,"No"
11,6.3,1.3,0.723684210526316,5.2,"No"
22.4,22,6.4,0.651162790697675,17.5,"Yes"
8.3,6.9,2.4,0.4715909,5.6,"Yes"
5.4,3.3,0.9,0.4390244,3.2,"Yes"
12.2,10.1,1.6,0.482213438735178,11.4,"Yes"
3.8,2.2,0.3,0.475,2.2,"Yes"
10.9,9.3,1.8,0.4823009,8.4,"Yes"
10,5,0.9,0.485436893203883,5.4,"Yes"
2.5,2.3,0.7,0.347222222222222,2.7,"No"
15.2,10.3,2,0.666666666666667,8.8,"No"
2.4,2.2,0.6,0.585365853658537,2.3,"No"
1.7,1.6,0.8,0.3617021,1.6,"Yes"
7.9,4.9,1,0.478787878787879,4.4,"No"
9.7,5.6,1.4,0.570588235294118,4.3,"Yes"
6.6,7.5,1.7,0.428571428571429,6.4,"Yes"
4.4,3.8,0.6,0.357723577235772,4.1,"No"
6.5,6.8,1.3,0.335051546391752,6.9,"Yes"
18.8,18.5,3.4,0.494736842105263,15.6,"Yes"
11.2,5.6,1.8,0.5863874,4.6,"Yes"
5.6,4,0.6,0.462809917355372,3.5,"No"
7.7,4.4,1,0.452941176470588,3.9,"No"
2.7,2.1,0.3,0.313953488372093,2.5,"No"
7.8,3.7,1.2,0.586466165413534,2.7,"No"
11.5,5.7,1.9,0.465587,5.1,"Yes"
5.4,5.6,0.8,0.352941176470588,6,"No"
3.1,2.1,0.4,0.378048780487805,2.2,"Yes"
9.7,5.6,1,0.557471264367816,4.6,"Yes"
23.8,20,6.1,0.672316384180791,16.3,"No"
11.2,6.3,0.8,0.670658682634731,5.1,"Yes"
10.5,7.8,1.7,0.507246376811594,6.5,"Yes"
5.7,4.8,1.1,0.5277778,3.9,"No"
11,6.8,2.5,0.611111111111111,4.9,"Yes"
19.8,16.5,4.1,0.5823529,13.5,"Yes"
10.1,6.7,2.2,0.523316062176166,5.9,"Yes"
12.4,9,1.8,0.587677725118483,8.1,"No"
4.5,4.5,1.3,0.5,3.8,"No"
5.2,2.8,0.6,0.344370860927152,3.4,"No"
13,5.8,1.3,0.5936073,5,"Yes"
3.5,3.2,0.7,0.6862745,2.5,"No"
3,2.8,0.4,0.352941176470588,3,"No"
4,3.8,0.7,0.3305785,4,"No"
3.7,2.8,0.5,0.333333333333333,2.7,"Yes"
7.5,5.1,1.4,0.352112676056338,4.8,"Yes"
3.1,2.4,0.4,0.492063492063492,2.2,"No"
10.4,6.4,2.4,0.442553191489362,5.8,"Yes"
3.9,2.9,0.8,0.469879518072289,3.1,"Yes"
11.4,10.1,2.3,0.497816593886463,8.4,"Yes"
5.6,3.9,1,0.3660131,3.6,"Yes"
4.7,4.3,1.6,0.364341085271318,4.6,"Yes"
1.9,1.7,0.6,0.452380952380952,1.6,"No"
3.6,3.1,0.2,0.251748251748252,3.8,"No"
13.9,10.1,1.8,0.5054545,8.7,"Yes"
14.7,13.4,3,0.4757282,11.1,"Yes"
5.3,4.6,0.6,0.477477477477477,4.5,"No"
5.1,3.1,0.8,0.4903846,3.2,"No"
2.2,1.8,0.7,0.229166666666667,2.3,"No"
3.2,2.7,0.2,0.347826086956522,2.8,"No"
7.9,3.2,2.3,0.387254901960784,2.1,"Yes"
4.8,4.5,1.2,0.578313253012048,3.9,"Yes"
11.1,10,2.3,0.495535714285714,7.6,"Yes"
9.6,10.4,1.9,0.391836734693878,12.2,"Yes"
9.6,10.4,1.9,0.391836734693878,12.2,"Yes"
9.6,10.4,1.9,0.391836734693878,12.2,"Yes"
15.9,16.9,2.6,0.537162162162162,16.9,"Yes"
5,3.4,0.7,0.625,2.4,"Yes"
8,5.2,0.9,0.49079754601227,5.5,"Yes"
8.4,9,1.9,0.4352332,8.5,"Yes"
10.8,9.4,3.4,0.4444444,7.5,"Yes"
7.9,5.6,1.5,0.572463768115942,4.4,"No"
4.4,3.4,0.5,0.505747126436782,2.6,"No"
5.1,4.3,1.6,0.3109756,3.7,"Yes"
3.2,3.2,1.2,0.30188679245283,3,"No"
1.9,1.8,0.4,0.404255319148936,1.8,"Yes"
9.1,4.8,0.8,0.67910447761194,4.2,"Yes"
7.5,4,0.5,0.581395348837209,3.6,"Yes"
11.5,11,2.6,0.522727272727273,8.9,"No"
5.2,4.5,1.3,0.4297521,4.3,"Yes"
6.6,5.2,1.7,0.377142857142857,4.6,"No"
4.8,3.9,1.3,0.432432432432432,3.3,"No"
9.1,7,2.4,0.466666666666667,6.3,"No"
5.4,3.4,0.3,0.435483870967742,3.3,"No"
14.7,10.1,2.5,0.4983051,8.6,"Yes"
4.8,4.6,1.8,0.387096774193548,3.8,"Yes"
4.6,3.1,1.1,0.450980392156863,2.3,"Yes"
12.8,10.3,3.2,0.477611940298508,8.5,"Yes"
10.9,8.9,2.9,0.648809523809524,7,"Yes"
7.4,6.6,1.3,0.425287356321839,5.9,"Yes"
15.3,10.8,3.2,0.581749049429658,8.5,"Yes"
9,5.8,1,0.350194552529183,5.3,"No"
3.2,3.4,0.6,0.390243902439024,3.8,"No"
8.7,8.1,2.4,0.488764,6.9,"Yes"
8.3,7.6,2.7,0.436842105263158,6.7,"Yes"
3.9,5.8,3.1,0.2119565,5.3,"No"
6.5,5.8,1.4,0.451388888888889,5.4,"Yes"
3.9,1.5,0.7,0.317073170731707,1.6,"No"
23.2,22.9,6.9,0.620320855614973,19.7,"Yes"
16.9,15.3,2.8,0.5075075,14.3,"Yes"
11.4,5.8,1.8,0.537735849056604,4.8,"No"
5.4,4.6,1.5,0.446280991735537,3.4,"Yes"
5.3,5,1.7,0.552083333333333,3.6,"Yes"
9.4,7.1,2.1,0.652777777777778,6,"Yes"
3.7,2.2,1,0.4157303,2.2,"No"
13.4,7.5,1.9,0.716577540106952,6.7,"Yes"
4.9,3.5,1.1,0.376923076923077,3.2,"Yes"
12.4,10.8,2.7,0.459259259259259,9.7,"Yes"
7.4,7,2.2,0.385416666666667,6.1,"No"
4.4,3.7,2,0.556962025316456,2.5,"No"
9.8,7.4,1.8,0.492462311557789,6.2,"Yes"
10.7,7.6,2.4,0.473451327433628,5.8,"Yes"
2.4,1.9,0.8,0.258064516129032,2.5,"No"
20,10,3,0.684931506849315,7.3,"Yes"
8.7,6.7,1.6,0.5117647,5.9,"Yes"
16.8,11,3,0.593639575971731,9,"Yes"
2.7,3.2,1.2,0.355263157894737,2.8,"Yes"
6,3.7,0.9,0.405405405405405,3,"No"
5.7,4.6,0.6,0.438461538461538,5,"No"
1.5,1.2,0.6,0.333333333333333,1.2,"Yes"
3.2,2.6,0.6,0.3478261,3,"Yes"
4.2,2.5,0.5,0.636363636363636,2,"Yes"
11.9,10,2.7,0.47410358565737,8,"Yes"
3.9,4,0.8,0.534246575342466,4.5,"No"
4.6,4.5,0.7,0.494623655913978,4.2,"Yes"
16,13.5,5.4,0.5517241,10.4,"Yes"
2.5,2.4,0.6,0.304878048780488,2.3,"No"
9.6,5.6,1.8,0.548571428571429,4.2,"No"
7.1,6.8,2,0.362244897959184,6.3,"Yes"
3.6,3.3,0.6,0.349514563106796,3.3,"Yes"
4.8,3,0.5,0.307692307692308,4,"No"
3.8,3.9,1.1,0.487179487179487,3.4,"No"
6.9,5.1,1.1,0.3484848,4.5,"No"
17.9,14.4,3.6,0.45088161209068,12.3,"Yes"
19.1,18.7,6.5,0.5457143,15.2,"Yes"
13.7,11.4,3.6,0.5289575,9.8,"No"
9.1,6.5,2,0.659420289855073,5.2,"Yes"
16.8,10.2,1.7,0.6801619,9.2,"Yes"
5.3,3.9,0.4,0.43801652892562,3.5,"Yes"
4.6,4.8,1.6,0.335766423357664,3.7,"No"
5.1,3.6,0.9,0.418032786885246,3.4,"Yes"
6.5,5.2,1.6,0.477941176470588,4.7,"Yes"
6.8,4.2,1.8,0.427672955974843,3.3,"No"
6.7,6.2,1.8,0.401197604790419,5.1,"Yes"
2.9,1.7,0.3,0.358024691358025,1.4,"No"
5,3.3,1.3,0.434782608695652,2.2,"Yes"
12,9.2,2.1,0.408163265306122,8.3,"Yes"
9.4,7.2,2,0.4122807,6.7,"Yes"
5.6,4.3,1,0.417910447761194,5,"No"
7.4,4.7,0.8,0.564885496183206,4.5,"Yes"
9.1,7.8,3.5,0.583333333333333,5.2,"Yes"
16.4,13.3,3.9,0.537704918032787,11,"Yes"
11.3,8.9,3.3,0.52073732718894,6.5,"Yes"
9.9,8.1,1.4,0.428571428571429,8.2,"No"
14.6,10.4,3.6,0.719211822660098,8.1,"Yes"
1.9,2.1,1.1,0.358490566037736,1.9,"No"
2.3,1.6,0.4,0.479166666666667,1.9,"No"
17.1,15.8,5,0.4927954,13,"Yes"
2.5,4.2,1.6,0.280898876404494,4,"No"
9.6,7.1,1.7,0.513368983957219,6.1,"Yes"
4.9,4.5,0.9,0.576470588235294,4.1,"Yes"
4.7,3.1,0.6,0.465346534653465,2.8,"Yes"
1.9,1.5,0.1,0.345454545454546,1.4,"Yes"
2.5,1.5,0.5,0.431034482758621,1,"Yes"
12.1,7.1,1.8,0.451492537313433,7.2,"Yes"
12.5,6.1,0.5,0.631313131313131,5.7,"No"
8.2,7.7,2,0.407960199004975,6.3,"No"
11.2,6,1.9,0.5894737,4.3,"No"
4.6,3.4,0.7,0.46,3.1,"No"
4.4,3.3,0.4,0.423076923076923,2.8,"Yes"
7.7,7.1,1.7,0.445086705202312,6.2,"No"
10.3,7.4,1.5,0.525510204081633,7.3,"Yes"
11.4,8.4,1.8,0.504424778761062,8.3,"No"
31.6,23.7,5.9,0.87292817679558,18.7,"Yes"
6.6,4.7,1.4,0.471428571428572,4.2,"Yes"
4.6,5.3,1.3,0.3865546,5.3,"Yes"
9.2,5.7,1.2,0.61744966442953,5.2,"Yes"
8.5,7.1,2,0.551948051948052,5.7,"Yes"
2.8,4.1,1.5,0.264150943396226,4.1,"No"
8.4,4.5,1.6,0.4827586,3.1,"Yes"
7.5,4.8,1.6,0.496688741721854,4.6,"Yes"
15.2,8.5,1.4,0.612903225806451,7.3,"Yes"
2.3,3,1.2,0.2839506,2.9,"No"
22,14.7,3.5,0.652818991097923,12.5,"No"
22,14.7,3.5,0.652818991097923,12.5,"Yes"
6,4.4,2.1,0.422535211267606,3.1,"Yes"
11.7,9.3,3.4,0.576354679802956,6.2,"Yes"
5.9,4.1,1,0.595959595959596,3.2,"Yes"
11.4,11,3,0.4935065,8.9,"Yes"
13.7,13.8,4.2,0.5036765,11.7,"Yes"
5.4,4.1,1.5,0.4251969,3.5,"Yes"
4.4,5.1,2.7,0.299319727891156,4,"No"
1.7,1.1,0.2,0.3695652,1.2,"No"
9.7,6.4,1.8,0.459715639810427,5.1,"No"
6.3,5.3,1.6,0.477272727272727,4.8,"Yes"
10.6,8.6,1.2,0.54639175257732,7,"Yes"
8.2,6.4,2,0.5,5,"Yes"
12.6,8.4,1.6,0.5431034,8.1,"Yes"
5,3.7,0.5,0.43859649122807,3.5,"No"
5.6,5.6,1.3,0.5,4.7,"Yes"
5.1,3.7,0.9,0.467889908256881,3.4,"Yes"
5.5,4.5,0.5,0.34375,4.4,"No"
4.9,5.3,1.1,0.411764705882353,5.1,"No"
2.6,2.6,0.8,0.333333333333333,2.5,"No"
11.1,7,1.7,0.6032609,6.2,"Yes"
5.6,5.7,0.8,0.543689320388349,5.4,"Yes"
3.4,3.7,1.5,0.3505155,2.8,"Yes"
3.5,3,0.7,0.282258064516129,3.2,"No"
9,4.8,1.4,0.5521472,3.9,"Yes"
12.8,14.3,5.2,0.382089552238806,11.3,"No"
4.7,3.5,1.2,0.5,3.1,"No"
12.1,8.4,0.8,0.514893617021276,8.3,"Yes"
11.4,8.7,1.5,0.397212543554007,8.1,"Yes"
9,5.3,1.6,0.548780487804878,3.9,"Yes"
4.2,4.8,0.8,0.6461538,4,"No"
6.3,5.3,1,0.362068965517241,5.1,"No"
22.2,20.1,6.5,0.596774193548387,16.2,"Yes"
7.4,5.2,2.4,0.552238805970149,3.9,"Yes"
8.8,6.1,3.1,0.4489796,4.3,"Yes"
13.2,10.8,3.2,0.4258065,9.3,"No"
11,7.3,2.4,0.460251046025105,6,"Yes"
15.1,14.1,4.2,0.485530546623794,11.5,"Yes"
12.4,11.7,3.1,0.475095785440613,10.5,"Yes"
10.7,7.4,1.9,0.633136094674556,5.7,"Yes"
9.2,6.9,1.1,0.393162393162393,7.3,"No"
10.2,7.1,1.3,0.523076923076923,6.3,"Yes"
10.8,9.4,2.3,0.4518828,8.7,"No"
2.9,2.7,0.9,0.261261261261261,2.7,"Yes"
2.9,2.7,0.9,0.261261261261261,2.7,"Yes"
16.1,11.6,2.2,0.5420875,9.2,"No"
16.3,17,5.1,0.5739437,13.9,"Yes"
8.2,8,2.3,0.3849765,7.6,"No"
2,1.8,0.4,0.3636364,1.9,"Yes"
6.4,3.6,1.3,0.4923077,2.5,"No"
7.3,6.6,0.9,0.401098901098901,5.9,"Yes"
8.5,7.9,3,0.431472081218274,6.3,"No"
4.3,3.4,0.8,0.447916666666667,2.8,"No"
11.1,9,1.2,0.423664122137405,8.6,"Yes"
10.4,9.4,2.4,0.421052631578947,6.9,"Yes"
12.7,10.4,1.3,0.5497835,8.2,"Yes"
4.7,4,0.9,0.385245901639344,4.2,"Yes"
4.6,5.2,1.2,0.3262411,5.3,"No"
2.4,2.6,0.6,0.2926829,3.1,"No"
8.8,6.7,1.7,0.448979591836735,7.2,"Yes"
24.1,18.6,3.6,0.71301775147929,15.9,"Yes"
11,12,3.9,0.433070866141732,10.2,"Yes"
12.7,7,1.9,0.593457943925234,5.1,"No"
7.6,4.7,1.4,0.6972477,3.4,"No"
2.9,3.3,0.8,0.483333333333333,3.2,"No"
9.5,7.3,1.5,0.48469387755102,6.9,"Yes"
8.1,6.1,1.7,0.45,5.2,"No"
11.1,10.1,2.3,0.4493927,8.8,"No"
3.8,2.8,0.7,0.6551724,2.6,"Yes"
