"","Name","FTA","FT.","OREB","DREB","REB","AST","STL","BLK","TOV","TARGET_5Yrs","rule_180","STL_TOV_ratio","double_time","EEF","EEF_GP","EEF_MIN"
"317","Karl Malone*",5,"Low","outstanding","outstanding",8.9,"outstanding","outstanding","outstanding","High",1,97.7,0.382352941176471,1,20,0.246913580246914,0.65359477124183
"318","Wayman Tisdale",2.9,"Low","outstanding","outstanding",7.2,"normal","normal","outstanding","High",1,119.9,0.173913043478261,1,19,0.234567901234568,0.676156583629893
"319","Benoit Benjamin",3.9,"Moderate","outstanding","outstanding",7.6,"normal","normal","outstanding","High",1,156.9,0.444444444444444,1,17.2,0.217721518987342,0.651515151515151
"320","Chris Mullin*",3.8,"Moderate","normal","normal",2.1,"normal","outstanding","outstanding","Moderate",1,154.4,0.928571428571429,1,13.6,0.247272727272727,0.537549407114624
"321","Gerald Wilkins",2.9,"Low","outstanding","normal",2.6,"normal","normal","normal","High",1,130.5,0.421052631578947,1,12.5,0.154320987654321,0.5
"322","Joe Dumars*",2.9,"Moderate","normal","normal",1.5,"outstanding","normal","normal","High",1,159.2,0.421052631578947,0,11.5,0.140243902439024,0.481171548117155
"323","Cody Zeller",2.4,"Moderate","outstanding","outstanding",4.3,"normal","normal","outstanding","Moderate",0,115.6,0.454545454545455,0,8.2,0.1,0.473988439306358
"324","Charles Oakley",3.5,"Low","outstanding","outstanding",8.6,"normal","normal","outstanding","High",1,118.1,0.391304347826087,0,15.6,0.202597402597403,0.678260869565217
"325","Jon Koncak",3.1,"Low","outstanding","outstanding",5.7,"normal","normal","outstanding","Moderate",1,111.4,0.357142857142857,0,11.6,0.141463414634146,0.560386473429952
"326","Keith Lee",1.7,"Moderate","outstanding","outstanding",6.1,"normal","normal","outstanding","Moderate",0,146.9,0.384615384615385,0,12.4,0.213793103448276,0.601941747572815
"327","Ed Pinckney",3.2,"Low","outstanding","outstanding",3.9,"normal","normal","outstanding","High",1,123.1,0.473684210526316,0,10.5,0.13125,0.525
"328","A.C. Green",2,"Low","outstanding","outstanding",4.6,"normal","normal","outstanding","Moderate",1,131.7,0.5,0,10,0.121951219512195,0.531914893617021
"329","Bob Thornton",2.3,"Low","outstanding","normal",4.1,"normal","normal","normal","Moderate",1,98.7,0.333333333333333,0,6.1,0.0859154929577465,0.327956989247312
"330","Terry Catledge",2.2,"Low","outstanding","normal",4.3,"normal","normal","normal","Moderate",1,111.6,0.454545454545455,0,9.3,0.1453125,0.543859649122807
"331","Spud Webb",3.5,"Moderate","normal","normal",1.6,"outstanding","normal","normal","High",1,145,0.5,0,9.1,0.115189873417721,0.583333333333333
"332","Terry Porter",2,"Moderate","normal","normal",1.5,"outstanding","normal","normal","Moderate",1,159,0.769230769230769,0,8.5,0.107594936708861,0.551948051948052
"333","Marquese Chriss",1.7,"Low","outstanding","normal",3.3,"normal","normal","outstanding","Moderate",0,133.3,0.416666666666667,0,8,0.235294117647059,0.467836257309942
"334","Nick Calathes",1,"Low","normal","normal",1.9,"outstanding","normal","normal","Moderate",0,137.9,0.642857142857143,0,7.9,0.111267605633803,0.478787878787879
"335","Carey Scurry",1.6,"Low","outstanding","normal",3.1,"normal","normal","outstanding","Moderate",0,118.2,0.833333333333333,0,7.6,0.0974358974358974,0.506666666666667
"336","Dirk Minniefield",1.2,"Moderate","normal","normal",1.7,"outstanding","normal","normal","Moderate",0,153.6,0.642857142857143,0,8.8,0.115789473684211,0.590604026845638
"337","Joe Kleine",1.6,"Moderate","outstanding","outstanding",4.7,"normal","normal","outstanding","Moderate",1,118.8,0.230769230769231,0,8,0.1,0.540540540540541
"338","Alfredrick Hughes",1.2,"Low","normal","normal",1.7,"normal","normal","normal","Moderate",0,116.8,0.444444444444444,0,5.1,0.075,0.401574803149606
"339","Ken Johnson",1.3,"Low","outstanding","normal",3.8,"normal","normal","normal","Moderate",0,96.3,0.222222222222222,0,6.8,0.10625,0.535433070866142
"340","Ken Johnson",1.3,"Low","outstanding","normal",3.8,"normal","normal","normal","Moderate",0,96.3,0.222222222222222,0,6.8,0.10625,0.535433070866142
"341","Pete Williams",0.8,"Low","normal","normal",2.8,"normal","normal","outstanding","Low",0,102.9,1,0,6,0.113207547169811,0.555555555555555
"342","Bill Martin",0.8,"Moderate","normal","normal",1.5,"normal","normal","normal","Moderate",0,133.2,0.333333333333333,0,5.9,0.0893939393939394,0.561904761904762
"343","Tony Snell",0.5,"Moderate","normal","normal",1.6,"normal","normal","normal","Low",0,146,0.666666666666667,0,5.5,0.0714285714285714,0.34375
"344","Fred Cofield",0.4,"Low","normal","normal",1,"normal","normal","normal","Moderate",0,120.8,0.363636363636364,0,4.8,0.106666666666667,0.461538461538462
"345","Dwayne McClain",0.8,"Low","normal","normal",0.7,"normal","normal","normal","Moderate",0,100.8,0.888888888888889,0,3.9,0.0866666666666667,0.382352941176471
"346","John Battle",1.6,"Moderate","normal","normal",1,"normal","normal","normal","Low",1,118.3,0.571428571428572,0,4.4,0.06875,0.44
"347","Jerry Reynolds",1.9,"Low","normal","normal",1.5,"normal","normal","normal","Moderate",1,150.2,0.888888888888889,0,4.8,0.0872727272727273,0.521739130434783
"348","Steve Harris",0.9,"High","normal","normal",1,"normal","normal","normal","Low",1,156.8,0.666666666666667,0,4.9,0.0859649122807018,0.576470588235294
"349","Lorenzo Charles",1,"Low","normal","normal",1.1,"normal","normal","normal","Low",0,122.4,0.2,0,3.9,0.108333333333333,0.513157894736842
"350","Sam Vincent",1.2,"High","normal","normal",0.8,"normal","normal","normal","Moderate",1,154.3,0.333333333333333,0,2.7,0.0473684210526316,0.355263157894737
"351","Blair Rasmussen",0.8,"Moderate","normal","normal",2,"normal","normal","normal","Moderate",1,120.2,0.125,0,3.7,0.0770833333333333,0.536231884057971
"352","Phil Pressey",0.6,"Low","normal","normal",1.4,"outstanding","normal","normal","Moderate",0,121.6,0.75,0,5.2,0.0693333333333333,0.344370860927152
"353","Michael Jordan*",9.1,"Moderate","outstanding","outstanding",6.5,"outstanding","outstanding","outstanding","High",1,153.3,0.685714285714286,1,31.8,0.38780487804878,0.830287206266319
"354","Vern Fleming",4.2,"Moderate","outstanding","normal",4,"outstanding","outstanding","normal","High",1,123.7,0.48,1,15.1,0.18875,0.485530546623794
"355","Sam Bowie",3,"Low","outstanding","outstanding",8.6,"outstanding","normal","outstanding","High",1,124.8,0.304347826086957,1,20,0.263157894736842,0.684931506849315
"356","Charles Barkley*",4.9,"Moderate","outstanding","outstanding",8.6,"normal","outstanding","outstanding","High",1,144.5,0.48,1,20.2,0.246341463414634,0.706293706293706
"357","Sam Perkins",3,"Moderate","outstanding","outstanding",7.4,"normal","normal","outstanding","Moderate",1,154.1,0.666666666666667,1,16.8,0.204878048780488,0.593639575971731
"358","Jay Humphries",2.1,"Moderate","normal","normal",2.1,"outstanding","outstanding","normal","High",1,147.5,0.619047619047619,0,11.7,0.14625,0.453488372093023
"359","Melvin Turpin",1.8,"Moderate","outstanding","outstanding",5.7,"normal","normal","outstanding","Moderate",1,129.5,0.333333333333333,1,15.3,0.193670886075949,0.619433198380567
"360","Otis Thorpe",4.5,"Low","outstanding","outstanding",6.8,"normal","normal","outstanding","High",1,122,0.173913043478261,1,16.7,0.203658536585366,0.713675213675214
"361","Kevin Willis",2.2,"Low","outstanding","outstanding",6.4,"normal","normal","outstanding","Moderate",1,134.6,0.307692307692308,0,13,0.158536585365854,0.596330275229358
"362","Michael Cage",1.8,"Moderate","outstanding","outstanding",5.2,"normal","normal","outstanding","Moderate",1,128,0.545454545454545,0,11.6,0.154666666666667,0.53953488372093
"363","Alvin Robertson",2.1,"Moderate","outstanding","normal",3.4,"outstanding","outstanding","normal","High",1,159.6,0.761904761904762,0,13.8,0.174683544303798,0.647887323943662
"364","Tim McCormick",3.4,"Moderate","outstanding","outstanding",5.1,"normal","normal","outstanding","Moderate",1,127.2,0.133333333333333,0,11.7,0.15,0.576354679802956
"365","Charles Jones",3.6,"Low","outstanding","outstanding",5.1,"normal","normal","outstanding","High",1,116.8,0.333333333333333,0,11.3,0.144871794871795,0.562189054726368
"366","Charles Jones",3.6,"Low","outstanding","outstanding",5.1,"normal","normal","outstanding","High",0,116.8,0.333333333333333,0,11.3,0.144871794871795,0.562189054726368
"367","Charles Jones",3.6,"Low","outstanding","outstanding",5.1,"normal","normal","outstanding","High",0,116.8,0.333333333333333,0,11.3,0.144871794871795,0.562189054726368
"368","Charles Jones",0.8,"Low","normal","normal",1.4,"normal","normal","normal","Moderate",1,112.8,0.6,0,3.9,0.13448275862069,0.23780487804878
"369","Charles Jones",0.8,"Low","normal","normal",1.4,"normal","normal","normal","Moderate",0,112.8,0.6,0,3.9,0.13448275862069,0.23780487804878
"370","Charles Jones",0.8,"Low","normal","normal",1.4,"normal","normal","normal","Moderate",0,112.8,0.6,0,3.9,0.13448275862069,0.23780487804878
"371","Jeff Turner",1.3,"Moderate","outstanding","normal",3,"normal","normal","normal","Moderate",1,131.3,0.307692307692308,0,7.8,0.108333333333333,0.393939393939394
"372","Tony Brown",2.1,"Low","outstanding","normal",3.5,"normal","normal","normal","Moderate",1,113.8,0.5,0,8.8,0.107317073170732,0.455958549222798
"373","Antoine Carr",2.1,"Moderate","outstanding","normal",3.7,"normal","normal","outstanding","High",1,165,0.294117647058824,0,11.4,0.183870967741935,0.590673575129534
"374","Steve Colter",1.7,"Moderate","normal","normal",1.9,"outstanding","normal","normal","Moderate",1,155.8,0.714285714285714,0,9.6,0.123076923076923,0.513368983957219
"375","Ken Bannister",2.6,"Low","outstanding","outstanding",4.4,"normal","normal","outstanding","High",1,94.4,0.263157894736842,0,7.9,0.105333333333333,0.422459893048128
"376","John Stockton*",2.4,"Moderate","normal","normal",1.3,"outstanding","outstanding","normal","High",1,138.9,0.722222222222222,0,8.9,0.108536585365854,0.489010989010989
"377","Terence Stansbury",1.7,"Moderate","normal","normal",1.5,"normal","normal","normal","Moderate",0,142.9,0.545454545454545,0,7.7,0.104054054054054,0.445086705202312
"378","Othell Wilson",1,"Low","normal","normal",1.8,"outstanding","normal","normal","Moderate",0,135.9,0.769230769230769,0,7.7,0.104054054054054,0.452941176470588
"379","Eddie Lee Wilkins",2.3,"Low","outstanding","outstanding",4.9,"normal","normal","normal","Moderate",1,103.9,0.333333333333333,0,7.8,0.144444444444445,0.458823529411765
"380","Chuck Aleksinas",1,"Moderate","outstanding","normal",3.6,"normal","normal","normal","Moderate",0,121.1,0.2,0,7.4,0.1,0.490066225165563
"381","Ron Anderson",1.4,"Moderate","outstanding","normal",2.4,"normal","normal","normal","Moderate",1,175.1,0.333333333333333,0,6.5,0.180555555555555,0.451388888888889
"382","Frank Brickowski",1.6,"Low","normal","normal",3.3,"normal","normal","normal","Moderate",1,116.1,0.307692307692308,0,7.1,0.091025641025641,0.496503496503496
"383","Ozell Jones",1.2,"Low","normal","normal",3.6,"normal","normal","outstanding","Moderate",0,98.7,0.555555555555556,0,7.8,0.116417910447761,0.586466165413534
"384","Devin Durrant",1.7,"Low","normal","normal",2.1,"normal","normal","normal","Moderate",0,112.2,0.230769230769231,0,5.3,0.0898305084745763,0.4140625
"385","Jerome Kersey",2.4,"Low","outstanding","normal",2.7,"normal","normal","outstanding","Moderate",1,112.4,0.666666666666667,0,7.1,0.0922077922077922,0.57258064516129
"386","Ron Cavenall",0.7,"Low","normal","normal",3.1,"normal","normal","outstanding","Moderate",0,89,0.25,0,3.9,0.0735849056603774,0.317073170731707
"387","Jim Petersen",1.1,"Moderate","normal","normal",2.5,"normal","normal","outstanding","Moderate",1,124.4,0.166666666666667,0,4.6,0.0766666666666667,0.386554621848739
"388","Tony Campbell",1.3,"Moderate","normal","normal",1.6,"normal","normal","normal","Moderate",1,129.6,0.416666666666667,0,5.6,0.1,0.5
"389","Lancaster Gordon",0.8,"Moderate","normal","normal",1,"normal","normal","normal","Moderate",0,136,0.454545454545455,0,4,0.0634920634920635,0.37037037037037
"390","Gary Plummer",1.4,"Low","normal","normal",2,"normal","normal","normal","Moderate",0,135.4,0.25,0,3.7,0.0560606060606061,0.349056603773585
"391","Kenny Fields",0.7,"Moderate","normal","normal",1.6,"normal","normal","normal","Low",0,119,0.333333333333333,0,4.7,0.0921568627450981,0.447619047619048
"392","Cory Blackwell",0.9,"Low","normal","normal",1.6,"normal","normal","normal","Low",0,87.6,0.571428571428572,0,3.3,0.055,0.358695652173913
"393","Bernard Thompson",0.9,"Moderate","normal","normal",1.3,"normal","normal","normal","Low",1,113.8,0.833333333333333,0,3.7,0.0627118644067797,0.406593406593407
"394","Peter Thibeaux",1.3,"Low","normal","normal",1.4,"normal","normal","normal","Low",0,112.4,0.285714285714286,0,4.5,0.0882352941176471,0.5
"395","Steve Burtt",1.6,"Low","normal","normal",0.6,"normal","normal","normal","Low",0,107.1,0.714285714285714,0,2.5,0.0531914893617021,0.280898876404494
"396","Leon Wood",0.7,"Low","normal","normal",0.5,"normal","normal","normal","Low",1,119.8,0.285714285714286,0,2.8,0.0736842105263158,0.394366197183099
"397","Charlie Sitton",0.6,"Low","normal","normal",1.4,"normal","normal","normal","Low",0,93.5,0.5,0,3,0.0697674418604651,0.422535211267606
"398","Tom Scheffler",0.5,"Low","normal","normal",1.9,"normal","normal","normal","Low",0,91.2,0.5,0,2.8,0.0717948717948718,0.405797101449275
"399","Willie White",0.8,"Low","normal","normal",0.9,"normal","normal","normal","Moderate",0,146,0.125,0,2.9,0.0743589743589743,0.483333333333333
"400","Rick Carlisle",0.4,"Moderate","normal","normal",0.6,"normal","normal","normal","Low",1,127,0.2,0,1.9,0.05,0.404255319148936
"401","Ralph Sampson*",5.3,"Low","outstanding","outstanding",11.1,"normal","normal","outstanding","High",1,143.4,0.222222222222222,2,29.1,0.354878048780488,0.887195121951219
"402","Steve Stipanovich",3,"Moderate","outstanding","outstanding",6.9,"outstanding","normal","outstanding","High",1,142.1,0.45,1,17.2,0.212345679012346,0.573333333333333
"403","Ennis Whatley",2.5,"Moderate","normal","normal",2.5,"outstanding","outstanding","normal","High",1,119.9,0.441176470588235,0,14.6,0.1825,0.540740740740741
"404","Rodney McCray",3.2,"Moderate","outstanding","outstanding",5.7,"outstanding","normal","outstanding","Moderate",1,148,0.466666666666667,1,15.3,0.193670886075949,0.581749049429658
"405","Anthony Bonner",1.3,"Low","normal","normal",3,"normal","normal","normal","Moderate",1,123.9,0.444444444444444,0,4.5,0.0865384615384615,0.3515625
"406","Mitchell Wiggins",3.5,"Moderate","outstanding","normal",4,"outstanding","outstanding","normal","High",1,143.1,0.764705882352941,1,13.8,0.168292682926829,0.532818532818533
"407","Thurl Bailey",1.4,"Moderate","outstanding","outstanding",5.7,"normal","normal","outstanding","Moderate",1,126.4,0.384615384615385,0,15.2,0.187654320987654,0.612903225806451
"408","Jeff Malone",2.1,"Moderate","normal","normal",1.9,"normal","normal","normal","Moderate",1,159.4,0.214285714285714,1,11.6,0.14320987654321,0.475409836065574
"409","Doc Rivers",4,"Moderate","normal","normal",2.7,"outstanding","outstanding","outstanding","High",1,141.4,0.761904761904762,0,11.3,0.139506172839506,0.472803347280335
"410","Roy Hinson",1.5,"Low","outstanding","outstanding",6.2,"normal","normal","outstanding","Moderate",1,108.6,0.285714285714286,0,11.9,0.14875,0.512931034482759
"411","Byron Scott",1.9,"Moderate","normal","normal",2.2,"outstanding","outstanding","normal","High",1,152.5,0.6875,1,12.8,0.172972972972973,0.579185520361991
"412","Paul Thompson",1.8,"Moderate","outstanding","normal",3.8,"normal","normal","outstanding","Moderate",0,147,0.888888888888889,0,12.4,0.151219512195122,0.587677725118483
"413","Derek Harper",1.2,"Low","normal","normal",2.1,"outstanding","outstanding","normal","Moderate",1,123.1,0.857142857142857,0,8.9,0.108536585365854,0.425837320574163
"414","Fred Roberts",2.2,"Moderate","outstanding","normal",3.8,"normal","normal","outstanding","Moderate",1,162.3,0.538461538461538,0,10.3,0.130379746835443,0.530927835051546
"415","Rod Foster",1.9,"Moderate","normal","normal",1.5,"outstanding","normal","normal","Moderate",0,149.7,0.5,0,8.8,0.11,0.49438202247191
"416","Dewayne Dedmon",1,"Low","outstanding","outstanding",4.1,"normal","normal","outstanding","Low",0,111.4,0.333333333333333,0,6.4,0.206451612903226,0.507936507936508
"417","Jon Sundvold",1,"Moderate","normal","normal",1.2,"outstanding","normal","normal","Moderate",1,157.7,0.363636363636364,0,9,0.123287671232877,0.511363636363636
"418","Clyde Drexler*",2.1,"Moderate","outstanding","normal",2.9,"normal","outstanding","normal","Moderate",1,142.9,0.866666666666667,0,9.9,0.120731707317073,0.575581395348837
"419","Jim Thomas",1.5,"Moderate","normal","normal",2.1,"normal","normal","normal","Moderate",0,128.2,0.8,0,8.2,0.113888888888889,0.485207100591716
"420","Darrell Walker",3.2,"Moderate","normal","normal",2,"outstanding","outstanding","normal","High",1,147.5,0.666666666666667,0,8.5,0.103658536585366,0.527950310559006
"421","Sidney Lowe",1.8,"Moderate","normal","normal",1.6,"outstanding","outstanding","normal","Moderate",0,130.1,0.857142857142857,0,6.8,0.0871794871794872,0.427672955974843
"422","Dale Ellis",1.8,"Moderate","outstanding","normal",3.7,"normal","normal","normal","Moderate",1,158.9,0.5,0,9.8,0.146268656716418,0.620253164556962
"423","Darren Daye",1.8,"Moderate","outstanding","normal",2.5,"outstanding","normal","normal","Moderate",1,115.5,0.384615384615385,0,7.9,0.105333333333333,0.503184713375796
"424","Randy Wittman",0.6,"Low","normal","normal",0.9,"normal","normal","normal","Low",1,151.2,0.5,0,5.6,0.0717948717948718,0.408759124087591
"425","Sidney Green",1.6,"Moderate","outstanding","normal",3.6,"normal","normal","normal","Moderate",1,115.3,0.333333333333333,0,6.5,0.13265306122449,0.477941176470588
"426","Granville Waiters",0.7,"Low","normal","normal",2.9,"normal","normal","outstanding","Moderate",1,112.5,0.375,0,7.3,0.0935897435897436,0.548872180451128
"427","C.J. McCollum",0.9,"Low","normal","normal",1.3,"normal","normal","normal","Moderate",0,146.7,0.444444444444444,0,5.1,0.134210526315789,0.408
"428","Howard Carter",1.1,"Moderate","normal","normal",1.6,"normal","normal","normal","Moderate",0,149.2,0.375,0,7.1,0.129090909090909,0.568
"429","Dane Suttle",1.2,"Moderate","normal","normal",1.2,"normal","normal","normal","Moderate",0,136,0.625,0,7.4,0.185,0.632478632478633
"430","Scooter McCray",1.1,"Low","normal","normal",2.4,"normal","normal","outstanding","Low",0,108.8,0.285714285714286,0,4.2,0.0893617021276596,0.378378378378378
"431","Sedale Threatt",0.6,"Moderate","normal","normal",0.9,"normal","normal","normal","Low",1,136.5,0.428571428571429,0,3.6,0.08,0.349514563106796
"432","John Paxson",0.5,"Low","normal","normal",0.7,"outstanding","normal","normal","Low",1,124.2,0.285714285714286,0,5.2,0.106122448979592,0.559139784946237
"433","Leroy Combs",1.9,"Low","normal","normal",1.2,"normal","normal","outstanding","Moderate",0,111.2,0.5,0,4.5,0.09375,0.483870967741935
"434","Larry Micheaux",1,"Low","normal","normal",2.9,"normal","normal","normal","Low",0,108.2,1,0,6.1,0.156410256410256,0.717647058823529
"435","Randy Breuer",0.8,"Low","normal","normal",1.9,"normal","normal","outstanding","Low",1,108,0.333333333333333,0,3.9,0.068421052631579,0.469879518072289
"436","Pace Mannion",0.4,"Moderate","normal","normal",1,"normal","normal","normal","Low",1,141.1,1,0,3.1,0.0543859649122807,0.378048780487805
"437","Kris Dunn",1.2,"Low","normal","normal",2.2,"outstanding","normal","normal","Moderate",0,128.8,0.833333333333333,0,6.5,0.196969696969697,0.384615384615385
"438","Robbie Hummel",0.3,"High","normal","normal",2.5,"normal","normal","normal","Low",0,167.7,1.5,0,5.4,0.10188679245283,0.435483870967742
"439","Bruce Kuczenski",0.8,"Low","normal","normal",1.5,"normal","normal","normal","Moderate",0,93.7,0.1,0,1.2,0.08,0.151898734177215
"440","Russell Cross",2,"Low","normal","normal",1.8,"normal","normal","normal","Low",0,98.9,0.75,0,4.4,0.0977777777777778,0.556962025316456
"441","Bob Hansen",0.5,"Low","normal","normal",0.9,"normal","normal","normal","Low",1,109.1,0.5,0,3.5,0.0636363636363636,0.460526315789474
"442","Greg Kite",0.5,"Low","normal","normal",1.8,"normal","normal","normal","Low",1,76.8,0,0,2.8,0.08,0.5
"443","Terry Cummings",5.9,"Low","outstanding","outstanding",10.6,"outstanding","outstanding","outstanding","High",1,123.2,0.620689655172414,2,31.6,0.451428571428571,0.87292817679558
"444","Clark Kellogg",4.3,"Moderate","outstanding","outstanding",10.6,"outstanding","outstanding","outstanding","High",1,144.2,0.62962962962963,2,28,0.345679012345679,0.821114369501466
"445","Quintin Dailey",3.7,"Moderate","outstanding","normal",3.4,"outstanding","normal","normal","High",1,139.6,0.333333333333333,1,15.9,0.209210526315789,0.58029197080292
"446","Rod Higgins",3.2,"Moderate","outstanding","normal",4.5,"outstanding","normal","outstanding","High",1,155.7,0.5,1,12.8,0.15609756097561,0.477611940298508
"447","Craig Hodges",1.7,"Moderate","normal","normal",1.6,"outstanding","outstanding","normal","High",1,139.7,0.523809523809524,0,11.6,0.152631578947368,0.43609022556391
"448","Jeff Withey",1.3,"Low","normal","normal",2.6,"normal","normal","outstanding","Low",0,124.7,1,0,6.1,0.105172413793103,0.516949152542373
"449","James Worthy*",2.9,"Low","outstanding","outstanding",5.2,"normal","outstanding","outstanding","High",1,145.3,0.521739130434783,1,18.7,0.242857142857143,0.73046875
"450","Trent Tucker",0.8,"Low","normal","normal",2.8,"outstanding","normal","normal","Moderate",1,160.1,0.777777777777778,0,12.1,0.155128205128205,0.514893617021276
"451","Terry Teagle",1.7,"Low","normal","normal",2.7,"outstanding","normal","normal","High",1,146.9,0.368421052631579,1,11,0.150684931506849,0.47008547008547
"452","Marc Iavaroni",1.4,"Low","outstanding","outstanding",4.1,"normal","normal","outstanding","High",1,115.2,0.235294117647059,0,7.7,0.09625,0.381188118811881
"453","Ed Nealy",1.4,"Low","outstanding","outstanding",5.9,"normal","normal","normal","Low",1,120.9,1.33333333333333,0,10.6,0.129268292682927,0.53
"454","Rob Williams",2.4,"Moderate","normal","normal",1.8,"outstanding","outstanding","normal","High",0,129.4,0.48,0,9.1,0.122972972972973,0.466666666666667
"455","Jerry Eaves",3,"Moderate","normal","normal",1.5,"outstanding","normal","normal","High",0,142.2,0.315789473684211,0,8.9,0.108536585365854,0.458762886597938
"456","Paul Pressey",2.2,"Low","outstanding","normal",3.6,"outstanding","outstanding","outstanding","High",1,116.5,0.65,0,10.1,0.127848101265823,0.523316062176166
"457","Brandon Davies",1,"Low","normal","normal",2.1,"normal","normal","normal","Low",0,126.4,0.714285714285714,0,4.1,0.0803921568627451,0.36283185840708
"458","Lester Conner",1.5,"Low","normal","normal",2.9,"outstanding","outstanding","normal","Moderate",1,117.8,1.23076923076923,0,9.9,0.132,0.523809523809524
"459","Mark Eaton",1.1,"Low","outstanding","outstanding",5.7,"normal","normal","outstanding","High",1,107,0.176470588235294,0,11.5,0.141975308641975,0.608465608465608
"460","Bill Garnett",2.3,"Moderate","outstanding","outstanding",5.4,"normal","normal","outstanding","Moderate",0,127.4,0.545454545454545,0,11.5,0.153333333333333,0.611702127659574
"461","Jeff Taylor",1,"Low","normal","normal",1.8,"outstanding","normal","normal","Moderate",0,105.2,0.642857142857143,0,6.1,0.138636363636364,0.346590909090909
"462","Jeff Taylor",1.3,"Moderate","normal","normal",1.9,"normal","normal","normal","Low",0,150.3,1,0,6.9,0.0896103896103896,0.352040816326531
"463","Bryan Warrick",1.3,"Moderate","normal","normal",1.6,"outstanding","normal","normal","High",0,111.7,0.3125,0,5.3,0.123255813953488,0.313609467455621
"464","Sleepy Floyd",2.4,"Moderate","normal","normal",1.8,"normal","normal","normal","Moderate",1,166.2,0.571428571428572,0,8,0.105263157894737,0.487804878048781
"465","Richard Anderson",0.9,"Low","outstanding","normal",3.5,"normal","normal","normal","Moderate",1,146.8,0.583333333333333,0,8,0.102564102564103,0.49079754601227
"466","Russ Schoene",1.1,"Moderate","outstanding","normal",3.3,"normal","normal","normal","Moderate",0,146.1,0.272727272727273,0,8.5,0.11038961038961,0.534591194968554
"467","John Bagley",1.2,"Moderate","normal","normal",1.4,"outstanding","normal","normal","High",1,119.4,0.470588235294118,0,6.9,0.101470588235294,0.472602739726027
"468","Archie Goodwin",1.1,"Low","normal","normal",1.7,"normal","normal","normal","Moderate",0,126.7,0.5,0,4.3,0.0826923076923077,0.41747572815534
"469","Cliff Levingston",2.4,"Low","outstanding","normal",3.7,"normal","normal","outstanding","Moderate",1,105.6,0.333333333333333,0,7.3,0.117741935483871,0.514084507042254
"470","LaSalle Thompson",1.9,"Low","outstanding","outstanding",5.3,"normal","normal","outstanding","Moderate",1,116.2,0.428571428571429,0,9.6,0.135211267605634,0.690647482014388
"471","Bruce Flowers",1,"Moderate","outstanding","normal",3.4,"normal","normal","normal","Moderate",0,130.8,0.5,0,8.3,0.156603773584906,0.628787878787879
"472","Corny Thompson",1,"Moderate","normal","normal",2.7,"normal","normal","normal","Low",0,109.7,0.428571428571429,0,4,0.0909090909090909,0.338983050847458
"473","Walker Russell",0.9,"Moderate","normal","normal",1.1,"normal","normal","normal","Moderate",0,128.5,0.142857142857143,0,2.9,0.0426470588235294,0.261261261261261
"474","Walker Russell",0.9,"Moderate","normal","normal",1.1,"normal","normal","normal","Moderate",1,128.5,0.142857142857143,0,2.9,0.0426470588235294,0.261261261261261
"475","David Thirdkill",1.6,"Low","normal","normal",1.5,"normal","normal","normal","Moderate",1,115.5,0.4,0,3.6,0.073469387755102,0.339622641509434
"476","Dave Batton",0.3,"Low","normal","normal",2.2,"normal","normal","normal","Low",0,91.6,0.6,0,5.4,0.1,0.524271844660194
"477","Darren Tillis",0.5,"Low","normal","normal",2.5,"normal","normal","outstanding","Low",0,99.1,0.25,0,5.3,0.101923076923077,0.524752475247525
"478","Brook Steppe",1.6,"Moderate","normal","normal",1.2,"normal","normal","normal","Moderate",1,138,0.444444444444444,0,4.3,0.0693548387096774,0.438775510204082
"479","Rory White",1.7,"Low","normal","normal",1.6,"normal","normal","normal","Moderate",1,118.5,0.375,0,5.3,0.0815384615384615,0.552083333333333
"480","Andre Roberson",0.3,"Low","normal","normal",2.4,"normal","normal","normal","Low",0,133.9,1,0,4.6,0.115,0.46
"481","Linton Townes",0.7,"Moderate","normal","normal",1.2,"normal","normal","normal","Low",0,154.6,0.5,0,4.9,0.0890909090909091,0.521276595744681
"482","Eddie Phillips",1.2,"Low","normal","normal",1.6,"normal","normal","normal","Moderate",0,108.4,0.3,0,3.2,0.0666666666666667,0.367816091954023
"483","Jim Johnstone",0.9,"Low","normal","normal",2,"normal","normal","normal","Low",0,81.7,0.142857142857143,0,2.3,0.1,0.27710843373494
"484","Jose Slaughter",0.9,"Low","normal","normal",1.1,"normal","normal","normal","Low",0,123.8,0.857142857142857,0,3.6,0.0571428571428571,0.439024390243902
"485","Rickey Williams",1.2,"Low","normal","normal",0.9,"normal","normal","normal","Moderate",0,107.5,0.555555555555556,0,3,0.0681818181818182,0.379746835443038
"486","Chris Engler",0.3,"Low","normal","normal",1.9,"normal","normal","normal","Low",1,71.7,0.25,0,3,0.0555555555555556,0.441176470588235
"487","Ricky Pierce",0.8,"Low","normal","normal",0.9,"normal","normal","normal","Low",1,108.1,0.4,0,1.8,0.0461538461538462,0.264705882352941
"488","Mark McNamara",1.3,"Low","normal","normal",2.1,"normal","normal","normal","Moderate",1,89.7,0.1,0,2.2,0.0611111111111111,0.431372549019608
"489","Scott Hastings",0.6,"Low","normal","normal",1.3,"normal","normal","normal","Low",1,89.2,0.666666666666667,0,1.5,0.0483870967741936,0.333333333333333
"490","Oliver Robinson",1.3,"Low","normal","normal",0.5,"normal","normal","normal","Low",0,111.9,0.25,0,1.7,0.0485714285714286,0.404761904761905
